Unnamed: 0,city,activity_name,activity_description,ID,prompt
934,"Torrelodones, Spain",Formación ciclista en Centros Educativos,Formación ciclista para alumnos de 5 y 6 de educación primaria. Se prestarán bicicletas para que todos los alumnos que quieran participar puedan hacerlos. Durante la formación se enseñará a montar en bici y a circular por la vía pública.,934,"This is an event called 'Cycling training in educational centers', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Cycling training for students of 5 and 6 primary education.Bicycles will be lent so that all students who want to participate can do them.During the training it will be taught to ride by bike and circulate on public roads.'"
935,"Torres de Segre, Spain",Volta a peu per utxesa,No description available,935,"This is an event called 'Walking around for utxesa', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"
936,"Torrevieja, Spain",Parques infantiles de t ráfico por la ciudad,Montaje de varios parques infantiles con monitores en el Paseo Vistalegre de Torrevieja. Uno de monopatines para los jóvenes. Otro de cars y bicicletas para los mas pequeños. Talleres de dibujos y juegos sobre la semana de la movilidad.,936,"This is an event called 'Childhood Traffic Parks through the city', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Assembly of several playgrounds with monitors on the Vistalegre Paseo de Torrevieja.One of skateboards for young people.Another cars and bicycles for the little ones.Drawing and games workshops on mobility week.'"
937,"Torrevieja, Spain",Visitas parque infantil de tráfico de la Ciuudad de Torrevieja,Visitas de los ciudadanos al parque infantil de tráfico y uso de sus instalaciones durante toda la semana de la movilidad con monitores permanentes.,937,"This is an event called 'Visits Traffic Children of the City of Torrevieja', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Citizens' visits to the Children's Park for Traffic and Use of their facilities throughout the Mobility Week with permanent monitors.'"
938,"Tortellà, Spain",Pedalada popular,"Pedalada popular festiva, no competitiva on s'anirà en grup. El recorregut és de pocs quilòmetres i finalitzarà a la plaça Mercat. 
Obligatori portar casc.
Obsequi per a tots els participants.",938,"This is an event called 'Popular pedalada', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Festive popular, non -competitive pedaling where you will go in groups.The route is a few kilometers and will end at the Market Square. 
Mandatory to bring a helmet.
Gift for all participants.'"
939,"Tortosa, Spain",Petits Agents,Dirigida als escolars de 3r   de primària. Els alumnes surten al carrer acompanyats de la Policia Local de Tortosa ha posar «multes» als vehicles que estan mal estacionats,939,"This is an event called 'Small agents', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Aimed at 3rd grade schoolchildren.Students go out on the streets with Tortosa Local Police have put ""fines"" on vehicles that are badly parked'"
940,"Tortosa, Spain",Concurs de dibuix,Concurs de Dibuix per als alumnes de 5è de primària. L’exposició dels dibuixos l’entrega de premis es fa en dijous a la Biblioteca Marcel·li Domingo de Tortosa,940,"This is an event called 'Drawing Contest', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Drawing Contest for 5th grade students.The exhibition of the drawings The awards ceremony is held on Thursday at the Marcel·li Domingo Library in Tortosa'"
941,"Tortosa, Spain",Coneix el transport públic.,"Dirigida als escolars de 1r de primària, aquesta activitat es realitza amb la col·laboració de la HIFE per integrar-los en els avantatges i el bon ús del transport públic urbà. Se’ls ensenya la estació d’autobusos, el taller, el rentador.",941,"This is an event called 'Know public transport.', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Aimed at the 1st grade schoolchildren, this activity is carried out in collaboration with the HIFE to integrate them into the advantages and good use of urban public transport.They are taught the bus station, the workshop, the washing machine.'"
942,"Tossa de Mar, Spain","PROVA DE PACIFICACIÓ DE CARRER, PER A POSSIBLE CANVI PERMANENT","Es durà a terme el tall d'un tram de carrer que es pretén fer peatonal a mig termini, per el qual ja s'ha inclús demanat una subvenció per a la mobilitat sostenible. S'hi farà alguna activitat encara per perfilar.",942,"This is an event called 'Street pacification test, for possible permanent change', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'The cut of a stretch of street that is intended to be made in the medium term will be carried out, which has already been requested a subsidy for sustainable mobility.There will be some activity yet to be outlined.'"
943,"Ullà, Spain",anen en bici al cole,Tots els nen de l´escola aniran en bici al cole,943,"This is an event called 'ANEN by bike to school', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'All children in the school will bike on the school'"
944,"Ullà, Spain",respeten les senyals de transit,Circuit de mobilitat i educació de les normes del trànsit,944,"This is an event called 'they respects the traffic signs', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Mobility and Education Circuit of Traffic Rules'"
945,"Ullà, Spain",juguen al carrer,No description available,945,"This is an event called 'they play on the street', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"
946,"Utebo, Spain",MERCADO DE SEGUNDA MANO,"De 10 a 20 horas, en el entorno del Ayuntamiento

Con esta actividad, además de prevenir residuos y reducir el consumo de materias primas, gracias a la reutilización evitamos el transporte de nuevos bienes desde sus centros de producción, y el transporte de residuos de productos que se desechan cuando aún pueden tener utilidad.",946,"This is an event called 'Second -hand market', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'From 10 a.m. to 8 p.m., in the town hall around

With this activity, in addition to preventing waste and reducing the consumption of raw materials, thanks to reuse we avoid the transport of new goods from their production centers, and the transport of products of products that are discarded when they can still have utility.'"
947,"Utebo, Spain",Yincana ciclista,"De 11 a 13:30 y de 17 a 19 horas. En Plaza Santa Ana
La yincana permite a los participantes practicar su habilidad sobre la bicicleta.",947,"This is an event called 'Yincana cyclist', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'From 11 a.m. to 1:30 p.m. and from 5:00 p.m. to 7 p.m.In Plaza Santa Ana
Yincana allows participants to practice their bicycle ability.'"
